"Carroll & Westmoreland Ave,""Washington, D.C.""",38.975022,-77.011689
"Carroll & Ethan Allen Ave,""Washington, D.C.""",38.97805,-77.00608
"Battery Ln & Trolley Trail,""Washington, D.C.""",38.992425,-77.100008
"Norfolk & Rugby Ave,""Washington, D.C.""",38.99073,-77.100259
"Offutt Ln & Chevy Chase Dr,""Washington, D.C.""",38.976957,-77.094566
"Broschart & Blackwell Rd,""Washington, D.C.""",38.907231,-77.036464
"Taft St & E Gude Dr,""Washington, D.C.""",38.907231,-77.036464
"Fleet St & Ritchie Pkwy,""Washington, D.C.""",38.938987,-76.987404
"Piccard & W Gude Dr,""Washington, D.C.""",38.907231,-77.036464
"Ripley & Bonifant St,""Washington, D.C.""",38.907231,-77.036464
"Georgia Ave & Spring St,""Washington, D.C.""",40.708689,-89.47795
"Fenton St & Ellsworth Dr ,""Washington, D.C.""",38.996878,-77.02542
"King Farm Blvd & Pleasant Dr,""Washington, D.C.""",39.114378,-77.172189
"King Farm Blvd & Piccard Dr,""Washington, D.C.""",39.110407,-77.182374
"Old Georgetown Rd & Southwick St,""Washington, D.C.""",38.907231,-77.036464
"Friendship Blvd & Willard Ave,""Washington, D.C.""",38.962059,-77.08897
"Rolfe St & 9th St S,""Washington, D.C.""",38.866354,-77.076107
"Shirlington Transit Center / S Quincy & Randolph St,""Washington, D.C.""",38.938305,-76.981208
"Takoma Metro,""Washington, D.C.""",38.975432,-77.017421
"Fort Totten Metro,""Washington, D.C.""",38.951808,-77.001864
"Rhode Island Ave Metro,""Washington, D.C.""",41.694403,-71.424451
"3rd & H St NW,""Washington, D.C.""",38.899782,-77.015215
"6th & Water St SW / SW Waterfront,""Washington, D.C.""",38.875706,-77.020704
"1st & H St NW,""Washington, D.C.""",38.900203,-77.012148
"Medical Center Dr & Key West Ave,""Washington, D.C.""",38.897752,-77.018033
"Shady Grove Hospital,""Washington, D.C.""",40.103393,-75.190565
"Veterans Pl & Pershing Dr ,""Washington, D.C.""",38.997447,-77.023698
"Rockville Metro East,""Washington, D.C.""",39.11999,-77.164761
"Mo Co Warehouse,""Washington, D.C.""",38.907231,-77.036464
